20140901,346719744.1858169,388885550.272522
20140902,363999550.9992722,330457180.4425545
20140903,318928488.8642384,345298347.34204483
20140904,293544333.3181919,326985297.11867523
20140905,258474444.00759143,272521239.42446136
20140906,189133428.05838773,187658419.30252457
20140907,222944724.51815265,209807779.44307902
20140908,309927649.83862925,377445394.67702484
20140909,354317444.5870738,299267799.8141022
20140910,311982446.53150576,333029063.9214287
20140911,274607248.2634125,300334750.58984375
20140912,226654718.64557564,291858404.9714432
20140913,176690836.20609725,251560717.57434466
20140914,226044423.6415087,226872210.3881493
20140915,342574777.0848447,406906916.11115646
20140916,361796314.04992366,331798284.6169281
20140917,306436646.56504303,291603603.96006775
20140918,263810138.72753793,261597142.0683041
20140919,242803382.02332324,256766574.79641727
20140920,208036939.0146205,213986675.40223697
20140921,247200042.38735306,192956598.79556847
20140922,308120862.8184338,323111306.96512604
20140923,333654723.97642523,292537137.10131073
20140924,312664332.5363262,341364868.9258194
20140925,288024346.60337555,301458555.101593
20140926,261405429.0678991,282199872.4293175
20140927,200808553.69737646,209469177.71612933
20140928,247186910.8094458,185749964.9313259
20140929,346499937.8806754,382030479.35593796
20140930,380881052.0288809,337930356.8506088
