20140901,261594641.88960785,413068195.8133354
20140902,232830342.26890317,366128573.9596405
20140903,212748982.20050874,360664955.94931793
20140904,244817462.38898408,333717781.23262024
20140905,229951138.36644608,257363571.54951862
20140906,172603245.94606677,206362208.86086467
20140907,213092188.78326488,210791319.80349353
20140908,308104834.9824442,338915214.4743576
20140909,324062626.5168631,286995849.3417969
20140910,292771060.5292202,319703010.05651855
20140911,287633295.52423996,319829207.1364441
20140912,238463128.39437258,321691784.96608734
20140913,206514055.58401972,213674467.72950366
20140914,243354078.78461835,204678339.75690463
20140915,324298854.3241413,342907790.8530121
20140916,305172443.97161114,253273387.58404544
20140917,242674400.12212276,240963285.2625771
20140918,235138350.65140477,216109063.09642795
20140919,210673025.9522249,183470269.9750061
20140920,190806438.88609105,113044314.48399927
20140921,228744382.91148216,134245887.39303303
20140922,293151848.1695204,260612284.4445553
20140923,264457466.468444,244443608.82930186
20140924,235988810.12422106,283982861.5335541
20140925,257050412.95843172,251679726.62471774
20140926,216511994.72224468,227422517.47418025
20140927,163224473.35972404,151129454.82980537
20140928,184572974.45814845,160212278.244812
20140929,280860691.24832106,330382080.16999054
20140930,296500006.86972564,290428377.3907509
